FAILURE_TYPE,POTENTIAL_PRICE,STATUS,DAYS_TO_POTENTIAL
3,0.1445670600660759,3,0.7485493230174081
2,0.8617685709993084,2,0.9245647969052224
1,0.04164980018605109,0,0.14893617021276595
3,0.9409434327056423,1,0.6673114119922631
1,0.05784694470284874,3,0.4545454545454545
3,0.9736395318855133,1,0.49903288201160545
1,0.8090523987831472,1,0.402321083172147
3,0.5583487706101052,2,0.7253384912959381
2,0.45563271749426426,2,0.827852998065764
1,0.9955710691815498,1,0.6286266924564796
1,0.9094545741108742,3,0.3539651837524178
3,0.5074434592715984,2,0.017408123791102514
0,0.7454710613010594,1,0.8317214700193424
1,0.5905418528795168,0,0.4294003868471954
1,0.584606253336094,1,0.6460348162475822
0,0.9860137478828184,3,0.632495164410058
2,0.1556334320961861,2,0.8684719535783365
1,0.6437610420061376,3,0.5338491295938105
1,0.9046256117704624,0,0.37137330754352027
0,0.6157933017845864,2,0.4893617021276595
1,0.18500961966702406,1,0.18762088974854932
0,0.49808734473705063,1,0.09477756286266925
2,0.9237402543679255,1,0.5009671179883946
3,0.3928562070689119,1,0.7388781431334622
0,0.3704216528624158,1,0.47388781431334626
0,0.33219236766748966,3,0.23210831721470018
3,0.9308830944964511,0,0.5802707930367504
3,0.9302794742038997,2,0.2669245647969052
2,0.9777642705512817,2,0.4274661508704062
1,0.3621721755308791,3,0.9999999999999999
2,0.04275643738906212,2,0.25531914893617025
3,0.038832905487477594,1,0.45067698259187616
2,0.25422474654625876,2,0.1914893617021277
0,0.24406380495497573,2,0.14313346228239845
0,0.2933594621800121,2,0.8065764023210832
3,0.8617685709993084,3,0.44487427466150864
1,0.6091534785665202,2,0.8181818181818181
1,0.9578448008970832,1,0.06189555125725338
1,0.7251491781184934,1,0.8916827852998066
1,0.32766521547335364,3,0.7350096711798839
2,0.08551287477812423,3,0.2495164410058027
3,0.4714274484826943,2,0.6634429400386846
3,0.2568404344806484,3,0.18375241779497098
0,0.9843034903872558,3,0.195357833655706
0,0.9153901736542969,0,0.597678916827853
3,0.9474826525416165,3,0.5473887814313346
2,0.28209188338571806,3,0.4294003868471954
1,0.9034183711853595,0,0.2340425531914894
1,0.15543222533200227,3,0.16827852998065765
0,0.18420479261028877,1,0.3752417794970987
3,0.854424524106599,1,0.9013539651837524
1,0.6086504616560607,2,0.6054158607350096
1,0.10543234443232258,3,0.31334622823984526
1,0.5036205307521058,3,0.8123791102514507
1,0.7569398468595373,1,0.528046421663443
2,0.6588515493199242,3,0.16827852998065765
2,0.6050287399007519,2,0.27852998065764023
2,0.19627719846131808,1,0.6653771760154739
3,0.8075441725915069,3,0.1944175095726234
2,0.8245712394172924,2,0.39801275333979325
2,0.1362948682904657,3,0.8339995338374108
0,0.7400686248234312,1,0.8416487320881444
3,0.41334248801901535,1,0.7338781270940415
2,0.7851400455419273,0,0.5399319590067562
2,0.7776991010664347,0,0.5366772224035928
1,0.037012321612610984,1,0.48639433486396644
0,0.028897761576379796,0,0.29672431347623207
3,0.13011117845683542,1,0.13288528753260842
3,0.4168366288474801,2,0.4990031685467988
1,0.265011069346253,3,0.3334123731935018
1,0.5545471948130661,1,0.61769454785048
0,0.3363263498608051,3,0.22927443922719562
0,0.5149916847282577,3,0.992172288488749
2,0.7432106518206586,1,0.3713680918300628
3,0.8432652468067465,1,0.43117153321039303
1,0.31521667663835723,2,0.7540019403050919
3,0.467558584531248,2,0.67841080216397
0,0.27638111224069517,1,0.47556535599382666
1,0.8980910968120474,3,0.348363838663006
2,0.6536879129811979,3,0.17989589589072721
3,0.10806625071080535,1,0.11320459967742838
3,0.6888191786894456,0,0.6162645437350454
3,0.8769200292196788,3,0.7431930853454547
0,0.18143724410326964,1,0.36553510661465327
3,0.775422842125665,2,0.8106850988186549
0,0.5847906717361203,2,0.5879025482722343
0,0.2638329273165547,0,0.7227948998929896
3,0.871042862639804,3,0.7526918269306851
2,0.0024469323104023603,0,0.38683315637326954
3,0.44670286865506714,2,0.694627112187172
3,0.9373139844868593,0,0.5957351329035674
3,0.38266825293012424,2,0.7016271694586703
1,0.7844287108279941,3,0.8786540782609149
1,0.3579312199799467,1,0.4552337249296491
3,0.8645955948269586,1,0.9044331518284885
3,0.8697684095448622,3,0.4442463969833709
1,0.07305024073085699,2,0.9385115765870947
2,0.14580409882226456,1,0.7950847886399885
0,0.3323516147964348,2,0.3806221196096392
3,0.6281937820449645,2,0.5279604935789504
0,0.18155047675050276,3,0.3004582686489268
3,0.12634111370281764,2,0.38536516264493226
0,0.6261468450827858,3,0.6722960283296826
3,0.8090392370188088,2,0.45990957563404
1,0.6391667576458991,3,0.5360111308824991
3,0.8933585283956998,3,0.22383673372202031
2,0.0,1,0.4637485846284073
1,0.9110917799137253,3,0.49791693114286284
1,0.9723853071362814,3,0.10170746603281261
0,0.21865637619297162,0,0.4121037138879208
1,0.8619936895604268,2,0.4779454035913011
3,0.6196922535345215,0,0.40400641198484866
1,0.5193390010853232,2,0.864399171404872
1,0.814217383676279,2,0.550094444233709
1,0.07383144059028274,1,0.17833430445139264
2,0.6426062270598616,0,0.6594771756672295
3,0.6255429701455224,0,0.03611458545634111
0,0.40372026479348955,1,0.5724016334412184
3,0.30285530695535307,1,0.7069289663398753
2,0.8514388417133337,0,0.8375008040394581
1,0.9146532132993822,0,0.22481659132321477
0,0.2938867043277153,2,0.8118426071488404
2,0.582307549019176,2,0.2703537191395027
2,0.7074417130754038,3,0.48442607573880714
1,0.7445666035391724,0,0.7063402419862468
2,0.14947008705898443,2,0.35080607070532377
2,0.6742274554406449,3,0.16122505214166052
1,0.3629223789427241,1,0.45658876399461534
3,0.35408517121198646,1,0.4021950028364246
1,0.3820069865275371,1,0.4632158560155104
3,0.9288957139158291,1,0.6700367194311598
2,0.7867641881497847,1,0.019695950825208974
2,0.6357940571996786,2,0.6597167608745445
3,0.4575946745730578,3,0.6289764087582751
1,0.034870177774775954,1,0.46789084701482675
2,0.9293418936002305,2,0.7192110768728899
0,0.9432531131608464,0,0.21519641221162963
2,0.1944339838345296,1,0.6643917378284696
3,0.8311320164739886,3,0.22136559955352106
1,0.923406166988284,0,0.2193073761180274
0,0.05723084560239656,3,0.3370920380926662
1,0.07226628762860592,0,0.7527825795197499
0,0.03358569841863391,0,0.5049219135809905
1,0.6109969311528338,2,0.6028756904820517
0,0.2768285741318934,2,0.26689950210625735
1,0.9106853105802756,3,0.34048518042781273
0,0.17620506111624112,1,0.3934236315367856
0,0.48610332623846425,1,0.11223116102516525
3,0.26929271672057076,0,0.09820739975988632
2,0.07964951440740367,3,0.24432496261184858
0,0.005167594755336158,3,0.43717403523672205
1,0.9056754339721979,0,0.23964778107884913
3,0.10990544041458557,2,0.3903314815175438
0,0.3457836929287201,0,0.5769458088415657
1,0.31572958744841156,2,0.754323756000479
1,0.8587732562658797,2,0.4629889949615096
0,1.0,3,0.19395626475886216
1,0.35224783966594303,1,0.5712929417704433
